City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Praia Da Vitoria,PT,38.7333,-27.0667,53.76,93,20,3.94,few clouds
457,Dhidhdhoo,MV,6.8833,73.1,82.18,70,10,10.54,clear sky
458,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,71.28,96,100,1.54,overcast clouds
459,Waddan,LY,29.1614,16.139,54.14,73,13,1.79,few clouds
460,Santiago,CL,-33.4569,-70.6483,63.86,67,0,9.22,clear sky
461,Skjervoy,NO,70.0311,20.9714,1.4,67,68,6.96,broken clouds
462,Umm Kaddadah,SD,13.6017,26.6876,61.66,18,18,14.76,few clouds
463,Iturama,BR,-19.7281,-50.1956,69.82,87,0,3.51,clear sky
464,Acapulco,MX,16.8634,-99.8901,77.52,73,1,6.38,clear sky
465,Tabas,IR,33.5959,56.9244,50.22,87,20,4.61,mist
466,Brae,GB,60.3964,-1.353,40.91,96,100,37.49,overcast clouds
467,Kaohsiung,TW,22.6163,120.3133,69.75,75,75,9.22,broken clouds
468,Yumen,CN,40.2833,97.2,27.57,54,0,10.27,clear sky
469,Magadan,RU,59.5667,150.8,1.13,82,0,3.69,clear sky
470,Novy Jicin,CZ,49.5944,18.0103,39.65,93,75,8.05,broken clouds
471,Wajima,JP,37.4,136.9,29.08,100,100,6.91,light snow
472,Pucallpa,PE,-8.3791,-74.5539,70.45,100,100,1.74,overcast clouds
473,Alekseyevsk,RU,57.8406,108.3492,22.8,85,80,7.11,broken clouds
474,Rawson,AR,-43.3002,-65.1023,54.7,63,88,8.34,overcast clouds
475,Malkangiri,IN,18.35,81.9,94.05,11,21,2.68,few clouds
476,Spirit River,CA,55.7833,-118.8361,-3.24,90,42,5.39,scattered clouds
477,Nicoya,CR,10.1483,-85.452,76.55,71,12,13.85,few clouds
478,Ust-Tsilma,RU,65.441,52.1498,9.7,97,90,3.56,overcast clouds
479,Marica,BR,-22.9194,-42.8186,78.85,91,98,3.67,overcast clouds
480,Wewak,PG,-3.5534,143.6268,77.63,91,99,11.52,light rain
481,Praia,CV,14.9215,-23.5087,70.34,73,75,16.11,broken clouds
482,Allapalli,IN,19.4167,80.0667,94.98,12,15,1.28,few clouds
483,Lleida,ES,41.6167,0.6167,47.98,82,0,5.75,clear sky
484,Roseburg,US,43.2165,-123.3417,37.51,91,100,0.0,overcast clouds
485,Shakawe,BW,-18.3667,21.85,72.72,69,26,3.0,scattered clouds
486,Pangnirtung,CA,66.1451,-65.7125,-24.21,98,100,1.97,overcast clouds
487,Whitehorse,CA,60.7161,-135.0538,3.97,59,75,18.99,broken clouds
488,Oxford,GB,51.7522,-1.256,48.61,94,100,8.05,overcast clouds
489,Marsh Harbour,BS,26.5412,-77.0636,72.79,78,19,17.54,few clouds
490,Panna,IN,24.7167,80.2,83.17,11,0,7.36,clear sky
491,Barao De Melgaco,BR,-16.1944,-55.9675,75.72,91,20,3.96,few clouds
492,Mbanza-Ngungu,CD,-5.25,14.8667,67.77,99,100,3.76,moderate rain
493,Juba,SS,4.8517,31.5825,82.02,17,86,0.6,overcast clouds
494,Cookeville,US,36.1628,-85.5016,55.56,92,75,12.66,moderate rain
495,Kununurra,AU,-15.7667,128.7333,96.78,44,51,5.75,broken clouds
496,Lasa,IT,46.6166,10.7002,32.88,93,94,10.11,light snow
497,Gobabis,NA,-22.45,18.9667,74.48,41,75,10.22,broken clouds
498,Voyvozh,RU,62.892,54.9635,12.92,95,91,4.07,overcast clouds
499,Poddorye,RU,57.4695,31.1156,33.39,91,95,11.27,overcast clouds
500,Thohoyandou,ZA,-22.9456,30.485,68.2,93,93,4.94,light rain
501,Pandamatenga,BW,-18.5278,25.627,71.65,72,23,6.02,few clouds
502,Fukue,JP,32.6881,128.8419,44.96,45,40,17.27,scattered clouds
503,Lucapa,AO,-8.4192,20.7447,66.06,96,100,1.79,moderate rain
504,Hambantota,LK,6.1241,81.1185,89.94,66,40,4.61,scattered clouds
505,Phangnga,TH,8.4509,98.5298,89.71,53,30,1.63,scattered clouds
506,Kidal,ML,18.4411,1.4078,67.05,12,0,10.27,clear sky
507,Gimli,CA,50.6336,-96.9907,-15.57,52,100,6.91,overcast clouds
508,Tahe,CN,52.3333,124.7333,17.02,60,7,8.86,clear sky
509,Vila Velha,BR,-20.3297,-40.2925,73.35,95,0,3.44,clear sky
510,Kropotkin,RU,45.4375,40.5756,43.45,82,24,9.13,few clouds
511,Itarema,BR,-2.9248,-39.9167,78.19,83,15,11.41,few clouds
512,Barcelos,PT,41.5388,-8.6151,51.85,71,30,5.37,scattered clouds
513,Saint-Francois,FR,46.4154,3.9054,44.47,82,100,6.91,overcast clouds
514,Shu,KZ,43.5983,73.7614,45.66,42,19,2.35,few clouds
515,Sembe,CG,1.6481,14.5806,72.81,70,92,1.39,overcast clouds
516,Gua Musang,MY,4.8823,101.9644,91.49,47,79,3.29,broken clouds
517,Asau,RO,46.4333,26.4,42.76,99,100,2.64,light rain
518,Sao Filipe,CV,14.8961,-24.4956,69.94,74,75,9.86,broken clouds
519,Seoul,KR,37.5683,126.9778,33.28,33,20,13.8,few clouds
520,Ketchikan,US,55.3422,-131.6461,31.98,40,0,0.0,clear sky
521,Coihaique,CL,-45.5752,-72.0662,49.95,53,0,3.44,clear sky
522,Nyimba,ZM,-14.5566,30.8149,68.36,98,100,2.21,moderate rain
523,Russell,US,32.3502,-85.1999,58.71,93,75,0.0,broken clouds
524,Nadym,RU,65.5333,72.5167,22.55,95,100,11.14,overcast clouds
525,North Bend,US,43.4065,-124.2243,39.11,97,75,9.22,broken clouds
526,Margate,GB,51.3813,1.3862,45.1,76,99,4.0,overcast clouds
527,Mantua,IT,45.1667,10.7833,47.08,77,0,1.99,clear sky
528,Krivogastani,MK,41.3361,21.3331,42.51,86,59,1.86,broken clouds
529,Westport,US,41.1415,-73.3579,40.55,83,0,4.61,clear sky
530,Udon Thani,TH,17.3333,102.8333,78.85,53,75,5.75,broken clouds
531,San Jose,US,37.3394,-121.895,50.56,75,75,3.44,broken clouds
532,Uporovo,RU,56.3109,66.2693,26.83,95,100,6.33,light snow
533,Prenzlau,DE,53.3167,13.8667,41.22,82,100,19.22,overcast clouds
534,Honningsvag,NO,70.9821,25.9704,19.15,68,100,5.75,light snow
535,Arman,RU,59.7,150.1667,5.04,79,0,8.81,clear sky
536,Basco,PH,20.4487,121.9702,72.95,82,100,23.44,overcast clouds
537,Omsukchan,RU,62.5333,155.8,-25.06,95,8,5.3,clear sky
538,Waipawa,NZ,-41.4122,175.5153,65.44,63,0,10.89,clear sky
539,Kolpashevo,RU,58.3131,82.9089,23.05,91,100,9.66,overcast clouds
540,Tazmalt,DZ,36.3868,4.3989,45.48,72,7,3.47,clear sky
541,Saint-Louis,SN,16.3333,-15.0,76.64,17,98,9.51,overcast clouds
542,Pemangkat,ID,1.1667,108.9667,82.62,72,90,8.66,overcast clouds
543,Grand Gaube,MU,-20.0064,57.6608,84.38,80,91,10.0,overcast clouds
544,Neiafu,TO,-18.65,-173.9833,79.48,89,75,14.97,broken clouds
545,Bud,US,39.447,-86.1758,57.9,80,100,17.34,moderate rain
546,Khani,GE,41.9563,42.9566,36.97,94,34,5.93,scattered clouds
547,Qasigiannguit,GL,68.8193,-51.1922,-6.63,98,100,6.93,overcast clouds
548,Anaconda,US,46.1285,-112.9423,-4.81,95,99,5.77,overcast clouds
549,Kiunga,PG,-6.1219,141.2906,79.12,95,100,4.68,overcast clouds
550,Mastic Beach,US,40.7668,-72.8521,40.77,63,0,0.0,mist
551,Berlevag,NO,70.8578,29.0864,23.25,79,100,5.73,overcast clouds
552,Mayo,US,38.8876,-76.5119,53.35,90,0,8.05,clear sky
553,Grindavik,IS,63.8424,-22.4338,35.55,100,100,58.7,light rain
554,Castlegar,CA,49.2998,-117.6689,-1.66,97,60,3.91,broken clouds
555,Burgeo,CA,47.6167,-57.6152,20.82,70,35,16.78,scattered clouds
556,Palana,RU,59.1167,159.9667,-7.17,91,98,17.56,overcast clouds
557,Mana,GF,5.6592,-53.7767,76.05,91,100,7.16,light rain
558,Butterworth,MY,5.3991,100.3638,87.85,74,20,8.05,few clouds
559,Henties Bay,NA,-22.116,14.2845,70.86,80,76,2.8,broken clouds
560,Ostrovnoy,RU,68.0531,39.5131,20.75,85,100,9.01,overcast clouds
561,Qingdao,CN,36.0986,120.3719,37.0,35,20,17.9,few clouds
562,Ramhormoz,IR,31.28,49.6035,55.47,48,7,6.38,clear sky
563,Porto Novo,BJ,6.4965,2.6036,78.62,91,59,2.75,broken clouds
564,Buraydah,SA,26.326,43.975,48.65,28,2,0.98,clear sky
565,Dodoma,TZ,-6.1722,35.7395,68.61,88,100,4.18,overcast clouds
566,Leshukonskoye,RU,64.8989,45.7622,8.24,98,92,3.11,overcast clouds
567,Cartagena,CO,10.3997,-75.5144,78.42,78,0,6.91,clear sky
568,Samarai,PG,-10.6167,150.6667,85.44,73,100,9.69,overcast clouds
569,Padang,ID,-0.9492,100.3543,87.85,75,98,6.17,overcast clouds
570,Anderson,US,34.5334,-82.6499,56.5,98,100,3.44,light rain
571,Kepno,PL,51.2784,17.9891,38.32,82,97,16.02,overcast clouds
572,Hovd,MN,48.0056,91.6419,3.09,85,30,4.5,scattered clouds
573,Hecelchakan,MX,20.1667,-90.1333,73.8,77,13,6.78,few clouds
574,Lac Du Bonnet,CA,50.2536,-96.0612,-17.54,97,100,5.3,overcast clouds
575,Itoman,JP,26.1247,127.6694,62.98,69,75,16.11,broken clouds
576,Vestmannaeyjar,IS,63.4427,-20.2734,35.38,82,89,53.15,light rain
577,Belmonte,BR,-15.8631,-38.8828,73.9,83,12,1.19,few clouds
578,Sakaiminato,JP,35.55,133.2333,40.93,70,75,11.5,broken clouds
579,Ngunguru,NZ,-35.6167,174.5,75.16,75,11,9.42,few clouds
580,Jipijapa,EC,-1.3333,-80.5833,72.9,95,87,3.56,light rain
581,Dingli,MT,35.8614,14.3822,53.82,58,40,26.46,scattered clouds
582,Ordzhonikidzevskaya,RU,43.3211,45.0522,39.11,78,20,8.01,few clouds
583,Peace River,CA,56.2501,-117.286,-7.29,77,0,6.91,clear sky
584,Alice Springs,AU,-23.7,133.8833,89.15,22,0,5.75,clear sky
585,Adela,PH,12.4416,120.9729,88.14,53,100,14.2,overcast clouds
586,Zhigansk,RU,66.7697,123.3711,-5.91,96,98,10.47,overcast clouds
587,Morant Bay,JM,17.8815,-76.4093,74.82,82,12,10.96,few clouds
588,Vostok,RU,46.4856,135.8833,7.0,87,100,8.86,overcast clouds
589,Olafsvik,IS,64.8945,-23.7142,36.63,87,77,14.36,broken clouds
590,Khoy,IR,38.5504,44.9535,42.76,56,55,2.06,broken clouds
591,Bundaberg,AU,-24.85,152.35,88.09,68,2,16.11,clear sky
592,Yantal,RU,56.8471,105.2542,27.64,81,22,5.7,few clouds
593,Patea,NZ,-39.7583,174.4833,67.98,78,6,9.71,clear sky
594,Lewistown,US,40.5992,-77.5714,43.61,87,0,0.0,clear sky
595,Taoudenni,ML,22.6783,-3.9836,75.07,11,100,8.93,overcast clouds
596,Wagrowiec,PL,52.8084,17.1996,41.14,85,99,14.12,overcast clouds
597,Dolinsk,RU,47.35,142.8,22.86,76,100,10.85,overcast clouds
598,Rio Gallegos,AR,-51.6226,-69.2181,53.65,58,0,9.22,clear sky
599,Sinnamary,GF,5.3833,-52.95,76.55,89,100,7.05,light rain
600,Saurimo,AO,-9.6608,20.3916,66.58,94,99,3.69,overcast clouds
601,Porosozero,RU,62.7191,32.727,18.12,95,100,9.89,light snow
602,Mahad,IN,18.0833,73.4167,95.92,14,16,2.3,few clouds
603,Itajuba,BR,-22.4256,-45.4528,63.54,94,22,0.76,few clouds
604,Oksfjord,NO,70.2396,22.3479,14.92,88,100,4.14,overcast clouds
605,Ifanadiana,MG,-21.3,47.6333,69.58,99,100,8.25,moderate rain
606,Dondaicha,IN,21.3333,74.5667,86.43,16,2,0.87,clear sky
607,Olavarria,AR,-36.8927,-60.3225,61.02,92,100,9.35,overcast clouds
608,Nouadhibou,MR,20.931,-17.0347,63.32,73,100,18.72,overcast clouds
609,Catalina,US,32.5056,-110.9211,53.46,49,0,7.0,clear sky
610,Horsham,GB,51.064,-0.3272,49.5,88,75,9.22,broken clouds
611,Sijunjung,ID,-0.6876,100.9537,80.53,80,99,2.44,overcast clouds
612,Bongandanga,CD,1.5,21.05,73.11,58,65,1.59,broken clouds
613,Coahuayana,MX,18.7333,-103.6833,70.61,70,2,3.56,clear sky
614,Dickson,US,36.077,-87.3878,56.95,95,100,5.99,overcast clouds
615,Badak,PH,6.8472,124.7206,88.03,49,100,1.97,overcast clouds
616,Ust-Kulom,RU,61.6864,53.6902,19.56,95,96,4.21,overcast clouds
617,Lota,CL,-37.0833,-73.1667,56.66,89,60,5.48,broken clouds
618,Lop Buri,TH,14.7981,100.654,90.01,45,11,5.01,few clouds
619,Saint-Denis,FR,48.9167,2.3333,43.75,88,0,9.22,clear sky
620,Erzin,TR,36.9559,36.2,52.32,95,97,2.19,overcast clouds
621,Suozhen,CN,36.9539,118.1047,37.89,18,19,8.86,few clouds
622,Hualmay,PE,-11.0964,-77.6139,71.6,80,100,6.44,overcast clouds
623,Ciudad Bolivar,VE,8.1222,-63.5497,77.63,72,99,12.73,overcast clouds
624,Lamu,KE,-2.2717,40.902,80.82,72,81,13.04,broken clouds
625,Yar-Sale,RU,66.8333,70.8333,18.73,95,100,8.84,overcast clouds
626,Qurayyat,SA,31.3318,37.3428,41.18,81,0,6.91,clear sky
627,Flinders,AU,-34.5833,150.8552,72.18,88,100,7.0,heavy intensity rain
628,Chiredzi,ZW,-21.05,31.6667,78.12,72,43,8.39,scattered clouds
629,Kinablangan,PH,7.6947,126.5503,80.51,75,99,6.22,overcast clouds
630,Krasnoselkup,RU,65.7,82.4667,18.82,94,100,16.8,overcast clouds
631,Opuwo,NA,-18.0607,13.84,69.98,76,93,1.03,overcast clouds
632,Namibe,AO,-15.1961,12.1522,75.51,84,84,1.59,broken clouds
633,Sfantu Gheorghe,RO,45.8667,25.7833,40.66,77,100,2.68,overcast clouds
634,Tiszabercel,HU,48.15,21.65,36.07,80,40,4.68,scattered clouds
635,Te Anau,NZ,-45.4167,167.7167,61.57,58,72,4.56,broken clouds
636,Oranjemund,NA,-28.55,16.4333,63.3,85,0,7.81,clear sky
637,Mbandaka,CD,0.0487,18.2603,75.65,71,98,0.72,overcast clouds
638,Persan,FR,49.15,2.2667,43.88,93,64,8.05,broken clouds
639,Antalaha,MG,-14.9003,50.2788,77.52,84,100,2.75,overcast clouds
640,Oranjestad,AW,12.524,-70.027,78.75,73,20,12.66,few clouds
641,Shenjiamen,CN,29.9576,122.298,40.51,74,100,9.48,overcast clouds
642,Biltine,TD,14.5333,20.9167,62.37,20,4,7.31,clear sky
643,Kloulklubed,PW,7.0419,134.2556,81.1,80,100,24.96,overcast clouds
644,Taonan,CN,45.3333,122.7833,11.25,59,3,4.47,clear sky
645,Waverly,US,42.7392,-84.6208,41.49,88,100,8.05,mist
646,Chaumont,FR,48.1167,5.1333,41.38,94,74,10.56,broken clouds
647,Skowhegan,US,44.7651,-69.7192,37.38,90,100,9.51,overcast clouds
648,Dunmore Town,BS,25.5,-76.65,74.03,79,2,16.91,clear sky
649,Sibolga,ID,1.7427,98.7792,85.46,66,100,6.49,overcast clouds
650,Mangrol,IN,21.1167,70.1167,78.57,56,1,8.93,clear sky
651,La Ronge,CA,55.1001,-105.2842,-27.15,68,0,2.3,clear sky
652,Chicama,PE,-7.8447,-79.1469,72.3,74,77,3.65,broken clouds
653,Fuyang,CN,32.9,115.8167,50.04,32,100,7.05,overcast clouds
654,Normandin,CA,48.8333,-72.5321,-3.69,59,100,4.61,overcast clouds
655,Shimoda,JP,34.6667,138.95,48.56,50,9,35.16,clear sky
656,Scarborough,GB,54.2797,-0.4044,45.52,87,100,11.99,overcast clouds
657,Aswan,EG,24.0934,32.907,56.5,50,0,4.61,clear sky
658,Lampitak,PH,6.4322,125.0525,79.61,51,100,5.82,overcast clouds
659,Pundaguitan,PH,6.3711,126.1689,81.12,73,96,12.19,overcast clouds
660,Benton Harbor,US,42.1167,-86.4542,52.03,75,100,8.05,overcast clouds
661,Vera Cruz,BR,-12.6333,-41.0333,66.9,95,50,1.63,scattered clouds
662,Ypsonas,CY,34.6884,32.9574,58.28,88,75,3.44,broken clouds
663,Ridgecrest,US,35.6225,-117.6709,49.01,31,0,24.16,clear sky
664,Muli,MV,2.9167,73.5667,82.17,66,0,7.36,clear sky
665,Tianpeng,CN,30.9866,103.9393,41.47,56,86,6.04,overcast clouds
666,Jabalpur,IN,23.167,79.9501,74.25,33,0,4.61,haze
667,Trinidad,BO,-14.8333,-64.9,71.87,98,100,3.29,light rain
668,Middelburg,ZA,-25.7751,29.4648,70.27,59,0,7.27,clear sky
669,Dustlik,UZ,40.5247,68.0358,53.33,33,100,0.34,overcast clouds
670,Talnakh,RU,69.4865,88.3972,15.21,90,100,20.62,light snow
671,Mildura,AU,-34.2,142.15,87.08,23,0,6.91,clear sky
672,Mwense,ZM,-10.3845,28.698,67.53,92,100,1.68,overcast clouds
673,Mongoumba,CF,3.6415,18.5936,74.44,53,69,1.28,broken clouds
674,Boyolangu,ID,-8.1181,111.8935,85.96,67,57,11.25,broken clouds
675,Mahina,PF,-17.5065,-149.489,82.17,65,20,6.91,light rain
676,Blackfoot,US,43.1905,-112.345,20.98,87,100,9.71,overcast clouds
677,Bonnyville,CA,54.2668,-110.735,-15.0,100,97,5.35,overcast clouds
678,Fairbanks,US,64.8378,-147.7164,19.81,84,40,0.0,scattered clouds
679,Zanjan,IR,36.6736,48.4787,37.09,87,0,4.61,clear sky
680,Dalnerechensk,RU,45.9339,133.7225,11.19,81,100,12.88,overcast clouds
681,Ust-Kuyga,RU,70.0167,135.6,-18.35,89,93,7.74,overcast clouds
682,Kara-Tyube,RU,44.6336,45.4369,44.42,74,83,6.62,broken clouds
683,Domoni,KM,-12.2569,44.5319,82.69,79,100,5.59,moderate rain
684,Srandakan,ID,-7.9386,110.2506,85.62,66,93,11.65,overcast clouds
685,Liancheng,CN,24.0519,105.075,33.04,87,100,4.7,overcast clouds
686,Biak,ID,-0.9131,122.8766,78.03,79,100,8.81,overcast clouds
